Date,Close,Volume,mom,mom1,mom2,mom3,ROC_5,ROC_10,ROC_15,ROC_20,EMA_10,EMA_20,EMA_50,EMA_200,DTB4WK,DTB3,DTB6,DGS5,DGS10,Oil,Gold,DAAA,DBAA,GBP,JPY,CAD,CNY,AAPL,AMZN,GE,JNJ,JPM,MSFT,WFC,XOM,FCHI,FTSE,GDAXI,GSPC,HSI,IXIC,SSEC,RUT,NYSE,TE1,TE2,TE3,TE5,TE6,DE1,DE2,DE4,DE5,DE6,CTB3M,CTB6M,CTB1Y,Name,AUD,Brent,CAC-F,copper-F,WIT-oil,DAX-F,DJI-F,EUR,FTSE-F,gold-F,HSI-F,KOSPI-F,NASDAQ-F,GAS-F,Nikkei-F,NZD,silver-F,RUSSELL-F,S&P-F,CHF,Dollar index-F,Dollar index,wheat-F,XAG,XAU
2010-02-12,10099.139648,-4.5951937011,-0.0044410426,0.0105406,-0.0020141655,0.0151639172,0.8680301484,0.3159682831,-0.7258523815,-5.7084852611,10109.5836665,10229.0489551,,,0.04,0.1,0.18,2.35,3.69,-0.0148876778,0.0053426249,5.41,6.41,-0.0002515597,0.0015588354,0.0002380499,-4.39637738504E-05,0.0086072131,-0.0035805814,-0.013950539,-0.0030201717,-0.0017939262,-0.0067567921,-0.0073855613,-0.0067442522,-0.0048883478,-0.0036811005,-0.0006431838,-0.0027445929,-0.0010842411,0.0028107326,0.0109308473,0.0086875249,-0.0035021214,3.65,3.59,3.51,0.06,0.14,1,2.72,6.23,6.31,6.37,0,-0.0769230769,-0.0167364017,DJI,-0.42,-0.21,-0.53,-1.63,-1.53,-0.13,0.07,-0.47,-0.32,-0.43,0.54,-0.36,0.44,1.33,0.32,-0.16,-0.41,1.24,0.22,0.45,0.39,0.41,-1.2,-0.83,-0.18
2010-02-16,10268.80957,-1.2846053863,0.0168004333,-0.0044410426,0.0105406,-0.0020141655,3.6375226934,0.8176235774,0.7056016805,-3.2125546878,10138.5338308,10232.8356803,,,0.04,0.1,0.18,2.32,3.66,0.0387262178,0.0307301294,5.39,6.39,0.0058580375,0.0032685493,-0.0067114094,-1.46552355829E-05,0.0150713801,-0.0178004758,0.0315113183,0.0141900508,0.0287547875,0.015037594,0.018973215,0.0228394434,0.019441125,0.0197569466,0.0166769952,0.0180007483,,0.0140414428,,0.0165706977,0.020188934,3.62,3.56,3.48,0.06,0.14,1,2.73,6.21,6.29,6.35,0,-0.0238095238,-0.0127659574,DJI,1.46,4.37,1.73,3.65,3.89,1.4,1.55,1.25,1.53,2.74,,0.79,0.9,-2.89,0.1,1.32,4.04,1.18,1.32,-1.07,-0.86,-0.78,3.96,3.93,1.72
2010-02-17,10309.240234,-0.8946463008,0.0039372299,0.0168004333,-0.0044410426,0.0105406,2.4913963992,0.1203341359,1.1275939233,-3.8803988848,10169.5713586,10240.1123045,,,0.07,0.1,0.18,2.4,3.74,0.0037672123,0.0033624748,5.46,6.47,-0.0068372171,0.0089313414,0.0026835346,0,-0.0041789038,-0.010380337,0.0068577926,0.0058166797,-0.0007486648,0.0084656085,-0.0021905441,-0.0078454588,0.0153091603,0.0061974408,0.0100533833,0.0042379598,,0.0054647968,,0.0064267602,0.0031155007,3.67,3.64,3.56,0.03,0.11,1.01,2.73,6.29,6.37,6.4,0,0.0609756098,0.0344827586,DJI,-0.24,0.78,1.4,0.62,0.42,0.96,0.54,-1.18,0.69,0.02,1.18,1.91,0.69,1.43,2.69,-0.52,-1.9,0.97,0.57,1.08,0.9,0.85,-1.98,-0.68,-0.42
2010-02-18,10392.900391,4.2191933522,0.0081150652,0.0039372299,0.0168004333,-0.0044410426,3.5316506461,1.1912759134,1.5312405493,-1.9829012345,10210.1766372,10254.6635508,,,0.07,0.1,0.18,2.46,3.79,0.0220007765,-0.000893655,5.49,6.51,-0.0165182064,0.0101811529,0.0039285032,0,0.0018760552,0.0152179867,0.0055727554,0.0085964208,0.009240734,0.0132913256,0.0003658983,0.0030413168,0.0060721724,0.0091915247,0.0056778297,0.0065847422,-0.0054475174,0.0069262862,,0.0071859384,0.0064219477,3.72,3.69,3.61,0.03,0.11,1.02,2.72,6.33,6.41,6.44,0,0.0344827586,0.025,DJI,0.24,1.98,0.66,1.42,2.24,0.78,0.77,0.08,1,-0.13,-1.18,-0.33,0.5,-3.97,0.39,-1,-0.37,0.56,0.55,0.93,0,0.02,-2.22,1,0.78
2010-02-19,10402.349609,9.936632636,0.0009091993,0.0081150652,0.0039372299,0.0168004333,2.5448968134,4.0008271545,2.7853442342,0.1200179996,10245.1171776,10268.7288897,,,0.06,0.11,0.2,2.48,3.78,0.0101304293,-0.0046958855,5.43,6.43,0.0026603039,-0.0047511445,-0.0105778294,-0.0006301844,-0.0062090721,-0.0047425897,-0.0043103448,-0.0111575703,-0.0094036377,-0.0069036592,0.0010973299,-0.0013644027,0.0057926748,0.0062158638,0.0073303948,0.0021866221,-0.025860688,0.0009636198,,0.0036547193,0.000405362,3.72,3.67,3.58,0.05,0.14,1,2.65,6.23,6.32,6.37,0.1111111111,0.0555555556,0.0081300813,DJI,-0.39,0.53,-0.05,2.19,0.95,0.69,0.03,-0.01,0.76,0.3,-2.21,-1.9,-0.08,-2.47,-1.84,0.55,3.98,0.3,0.07,-1.1,0.31,0.3,1.03,0.62,-0.45
2010-02-22,10383.379883,-0.7461033049,-0.0018236001,0.0009091993,0.0081150652,0.0039372299,2.814499501,3.7069603536,3.1393607099,2.0682180079,10270.2558513,10279.6480319,,,0.06,0.11,0.19,2.47,3.8,0.0033847311,0.0022466861,5.45,6.45,0.0014556314,-0.0033318767,0.002886836,-0.0001759763,-0.00619823,0.0041695457,0.0049474335,-0.0050148722,0.0204846121,-0.0013903372,0.023383229,-0.0071352813,-0.0034062745,-0.0011384601,-0.0058737454,-0.0010458577,0.0242912197,-0.000820051,,0.0009974431,-0.0006663911,3.74,3.69,3.61,0.05,0.13,1,2.65,6.26,6.34,6.39,-0.05,-0.0421052632,-0.0040322581,DJI,0.18,0.54,0.27,-1.49,0.44,-0.68,-0.04,-0.12,-0.29,-0.78,2.51,2.16,0.1,-2.95,2.27,0.31,-1.3,0.05,0.11,-0.01,-0.17,-0.16,4.96,-0.43,-0.46
2010-02-23,10282.410156,-0.2532983007,-0.0097241677,-0.0018236001,0.0009091993,0.0081150652,0.1324455956,3.7747860277,0.9511520795,0.8389818145,10272.4657249,10279.9110913,,,0.08,0.12,0.2,2.37,3.69,-0.017866067,-0.0073974445,5.33,6.34,-0.002626143,-0.0117827258,0.0122817118,4.40018187419E-05,-0.0167647943,-0.0065249046,-0.0184615385,-0.0028351078,-0.0237453378,-0.0139227289,-0.0257050696,-0.0070336389,-0.0132136962,-0.0069131741,-0.0148318551,-0.0121028094,0.0120590479,-0.0127518756,-0.0069331465,-0.0113562562,-0.0146823832,3.61,3.57,3.49,0.04,0.12,1.01,2.65,6.14,6.22,6.26,0.0526315789,-0.043956044,-0.04048583,DJI,-1.13,-1.73,-1.25,-2.81,-1.62,-1.62,-0.72,-0.68,-0.79,-0.89,1.27,0.09,-1.1,-2.39,-0.19,-0.98,-2.06,-0.93,-0.93,0.65,0.41,0.42,-1.36,-2.28,-1.05
2010-02-24,10374.160156,-0.2215798824,0.0089230053,-0.0097241677,-0.0018236001,0.0009091993,0.6297255717,3.1368109311,0.7508174824,1.7644202422,10290.9556214,10288.8871927,,,0.08,0.12,0.19,2.4,3.7,0.0145019718,-0.0036133695,5.32,6.35,-0.0018652175,0.0013198203,-0.0021800948,-0.0001759995,0.0182685582,0.021153216,0.0106583699,0.002211341,0.0243228931,0.0105894458,0.0135580427,0.0093933012,0.0023252585,0.0052303444,0.0020413632,0.0097204588,-0.0075284763,0.010147084,0.0132778058,0.0085750171,0.0080391454,3.62,3.58,3.51,0.04,0.11,1.03,2.65,6.16,6.23,6.27,-0.05,0,0.0126582278,DJI,0.33,1.09,0.2,0.68,1.45,0.36,0.54,0.19,0.8,-0.56,-0.89,-1.19,0.72,0.8,-1.45,-0.1,1.02,0.38,0.57,-0.13,0.01,0,1.58,0.5,-0.51
2010-02-25,10321.030273,5.3876226849,-0.0051213671,0.0089230053,-0.0097241677,-0.0018236001,-0.6915309038,2.8156972868,0.4915069686,0.8291206439,10296.4237399,10291.9484385,,,0.09,0.13,0.19,2.33,3.64,-0.0220689655,-0.0077062557,5.26,6.28,-0.0112349202,-0.0111764863,0.0077894937,-1.46692093296E-05,0.0066779777,-0.0126963247,-0.0124070092,-0.0026793065,-0.0051407346,-0.001047817,-0.0079536876,-0.0062548281,-0.0201604857,-0.0121094739,-0.014812491,-0.0020810403,-0.0033306032,-0.0007513445,0.0127196117,4.7632568776E-05,-0.0024492299,3.55,3.51,3.45,0.04,0.1,1.02,2.64,6.09,6.15,6.19,0,-0.0574712644,-0.0291666667,DJI,-0.49,-2.31,-2.02,-1.36,-2.29,-1.37,-0.38,0.18,-1.28,1.03,-0.59,-1.83,-0.03,-1.02,-0.98,-0.49,0.37,0.21,-0.11,0.01,-0.07,-0.07,-1.99,0.94,0.88
2010-02-26,10325.259766,-0.9348579026,0.0004097937,-0.0051213671,0.0089230053,-0.0097241677,-0.7410810624,1.7849560026,3.2300967197,2.0236215131,10301.6666537,10295.1209459,,,0.09,0.13,0.19,2.3,3.61,0.0221823311,0.0125628141,5.21,6.23,-0.0003201281,-0.003909477,-0.0088604015,-2.9338849037E-05,0.0129702722,0.0016920897,0.008793907,-0.004424763,0.032726428,0.0024475524,-0.0036443512,-0.0021492018,0.0186856156,0.0144556482,0.011953351,0.0014053793,0.0102516329,0.0018082548,-0.0028343312,-0.0030137105,0.0030783485,3.52,3.48,3.42,0.04,0.1,1.02,2.62,6.04,6.1,6.14,0,-0.012195122,-0.0128755365,DJI,0.74,1.7,1.87,2.38,1.91,0.99,-0.05,0.52,1.42,0.95,1.01,0.29,0.28,0.96,0,1.1,2.42,-0.25,0.11,-0.71,-0.52,-0.53,3.03,2.42,0.94
2010-03-01,10403.790039,5.5072113193,0.0076056462,0.0004097937,-0.0051213671,0.0089230053,0.1965656292,3.0165974689,3.9108125928,3.3420972432,10320.234542,10305.4703833,,,0.08,0.13,0.19,2.28,3.61,-0.0126693427,0.00518836,5.22,6.26,-0.017075245,0.0025753647,-0.0096053257,-4.40095647454E-05,0.0213567055,0.0518580988,-0.0099625785,0.0061904603,-0.0033356921,0.0122078828,0.0003657644,0.0061538769,0.016377262,0.0095993841,0.0205502595,0.0101585085,0.021749576,0.015775673,0.0117626458,0.0224163581,0.009340382,3.53,3.48,3.42,0.05,0.11,1.04,2.65,6.07,6.13,6.18,0,-0.012345679,-0.0086956522,DJI,0.68,-0.9,1.58,1.99,-1.21,2.14,0.72,-0.48,0.97,-0.04,2.1,0.02,1.33,-2.78,0.69,0.2,-1.33,1.49,1,0.56,0.32,0.37,-2.77,-0.18,0.08
2010-03-02,10405.980469,-0.507920047,0.0002105415,0.0076056462,0.0004097937,-0.0051213671,1.2017640915,1.3358013708,5.0219141422,2.1643467752,10335.8247105,10315.0427724,,,0.09,0.14,0.19,2.27,3.62,0.011561428,0.0112208259,5.23,6.26,0.0032906486,-0.0045990352,-0.0066160937,0.0001613755,-0.000669922,0.0079492371,0,0.000788768,-0.0050203918,-0.019297071,0.0190128336,0.0013760856,0.01124272,0.0144657129,0.0110352998,0.0023304426,-0.0071625026,0.0031756096,-0.0047716596,0.0088072416,0.0049600697,3.53,3.48,3.43,0.05,0.1,1.03,2.64,6.07,6.12,6.17,0,0,-0.0043859649,DJI,0.23,1.68,1.19,1.89,1.25,1.09,0.13,0.32,1.41,1.71,-0.26,1.76,0.52,0.62,0.59,-0.37,3.62,1.17,0.27,-0.47,-0.15,-0.17,-0.15,2.86,1.55
2010-03-03,10396.759766,-0.0160070203,-0.0008860965,0.0002105415,0.0076056462,0.0004097937,0.2178452006,0.8489425992,3.3614895238,0.9702983028,10346.9038115,10322.8253432,,,0.09,0.14,0.19,2.27,3.63,0.0162019593,0.0088770528,5.25,6.26,0.0049839966,-0.0019156863,-0.0026195977,-0.0002346901,0.0022982859,0.0028678404,0.0081761635,-0.0006304697,-0.002162422,0,0.0118406885,-0.0009161399,0.0080274766,0.008953173,0.0071530156,0.0004292012,-0.0014024758,-4.82758158871E-05,0.0077761581,0.0014653669,0.0040204682,3.54,3.49,3.44,0.05,0.1,1.01,2.63,6.07,6.12,6.17,0,0.025,0,DJI,0.27,1.37,0.77,0.68,1.49,0.68,-0.12,0.7,1.03,0.51,-0.18,0.33,-0.01,1.04,0,-0.49,1.55,0.31,0.09,-0.63,-0.69,-0.67,2.31,1.54,0.43
2010-03-04,10444.139648,-0.7621126131,0.0045571777,-0.0008860965,0.0002105415,0.0076056462,1.1928012199,0.4930217271,4.0420841782,1.6901708895,10364.5830545,10334.3790865,,,0.09,0.14,0.19,2.28,3.61,-0.0086515882,-0.0017597888,5.22,6.23,-0.0044355426,0.0066614429,-0.000581508,0.000102701,0.0065925,0.0209706889,0.0049906422,0.0026813564,0.009390778,0.0059732961,0.0081559926,-0.0004584747,-0.0036720975,-0.0010843634,-0.0038777114,0.0037361184,-0.0144183938,0.0050994122,-0.0237751759,0.0049440301,0.0011737707,3.52,3.47,3.42,0.05,0.1,1.01,2.62,6.04,6.09,6.14,0,0.0487804878,0.0044052863,DJI,-0.56,-0.9,-0.39,-1.7,-0.82,-0.31,0.42,-0.88,-0.17,-0.88,-1.28,-0.26,0.42,-3.83,-0.88,-1.08,-0.88,0.31,0.34,0.89,0.7,0.73,-2.47,-0.35,-0.66
2010-03-05,10566.200195,4.6098655486,0.0116869892,0.0045571777,-0.0008860965,0.0002105415,2.3335047685,1.5751305441,4.1601128046,5.6389759492,10401.2407164,10356.4572873,,,0.1,0.15,0.2,2.35,3.69,0.0160827827,0.0004407228,5.29,6.3,0.006446524,0.0118887052,-0.0023273856,-1.4670070123E-05,0.0391058843,0.0029565471,0.0148975161,0.0073934403,0.0212309886,-0.001397101,0.0253253605,0.0163608405,0.0214214287,0.0131349702,0.0141562574,0.0140074805,0.0103126789,0.0148496661,0.0025441432,0.0207673144,0.0164839097,3.59,3.54,3.49,0.05,0.1,1.01,2.61,6.1,6.15,6.2,0.0526315789,0.0581395349,0.0307017544,DJI,0.73,1.72,2.17,1.22,1.61,1.4,1.09,0.31,1.38,0.19,0.48,1.35,1.38,0.39,2.27,1.47,1.2,1.93,1.27,-0.29,-0.15,-0.16,-1.94,1.29,0
2010-03-08,10552.519531,-0.2589823106,-0.0012947572,0.0116869892,0.0045571777,-0.0008860965,1.4295702955,1.6289459685,4.4892921457,5.3962907034,10428.7459554,10375.129882,,,0.1,0.16,0.21,2.36,3.72,0.0042944785,-0.0081497797,5.29,6.31,-0.0060166762,0.0007315673,-0.0008748056,7.33514266853E-05,0.0005936972,0.0093087965,-0.0048929664,0.002498376,-0.0051390095,0.0013990556,-0.0089194168,0.0001504739,-0.0017593719,0.0012322566,-0.0002466596,-0.0001755959,0.0196699545,0.0025189085,0.0073132689,0.0016365349,0.0001672849,3.62,3.56,3.51,0.06,0.11,1.02,2.59,6.1,6.15,6.21,0.05,-0.010989011,0.0042553191,DJI,0.23,0.73,-0.13,-0.15,0.45,-0.09,-0.07,0.06,0.05,-0.99,2.06,1.59,0.15,-1.44,2.03,0.49,-0.54,0.23,0.04,-0.01,-0.01,0,0.3,-0.63,-0.85
2010-03-09,10564.379883,2.1933615297,0.0011239356,-0.0012947572,0.0116869892,0.0045571777,1.5221959571,2.7422532531,2.8783308424,6.6205534734,10453.4066695,10393.1536916,,,0.12,0.16,0.21,2.34,3.71,-0.0042761148,-0.0088829669,5.29,6.32,-0.0016965953,-0.0032896018,-0.001070143,5.86768373185E-05,0.0179843578,-0.0099146414,0.0135218193,0.0010903427,-0.0039915943,0.0059378277,0.0031152995,0.004512575,0.0016574624,-0.0007848449,0.001698457,0.0017127369,0.0005039254,0.0036317361,0.0052106028,0.003777518,0.0002043509,3.59,3.55,3.5,0.04,0.09,1.03,2.61,6.11,6.16,6.2,0,-0.0111111111,-0.0084745763,DJI,0.51,-0.7,0.12,0.03,-0.46,0.3,0.25,-0.21,0.1,-0.14,0.38,0.23,0.69,-0.24,-0.19,0.54,0.38,0.41,0.31,0.06,0.2,0.2,-1.06,0,-0.2
2010-03-10,10567.330078,-0.699578621,0.0002792587,0.0011239356,-0.0012947572,0.0116869892,1.640610304,1.8620294954,2.5034807429,5.0572487712,10474.1200165,10409.7419189,,,0.12,0.15,0.21,2.39,3.73,0.006993865,0.0042572261,5.3,6.32,-0.0030839677,0.0053451312,-0.0013634593,-0.0001906885,0.00816064,0.013118987,0.0012128563,0.0003112494,0.0120226785,0.005902778,0.0203588682,0.0065888291,0.0085779931,0.0068365304,0.0086359203,0.0045245598,3.48122236095E-05,0.0078054324,-0.0065862436,0.0079148007,0.0046133548,3.61,3.58,3.52,0.03,0.09,1.02,2.59,6.11,6.17,6.2,0,0.0337078652,0.0213675214,DJI,0.09,0.71,0.84,-1.27,0.74,0.78,0.01,0.43,0.59,-1.27,-0.14,-0.05,0.92,0.95,0.09,-0.45,-1.87,0.84,0.46,-0.34,-0.17,-0.19,-1.69,-1.39,-1.06
2010-03-11,10611.839844,-1.1911391559,0.0042120162,0.0002792587,0.0011239356,-0.0012947572,1.6056870327,2.817640907,2.1066251457,5.7126744324,10499.1599852,10428.9893403,,,0.12,0.16,0.22,2.43,3.73,0.0003655416,-0.0147255689,5.28,6.29,0.0068129319,0.0019675251,-0.0018529354,1.46711462568E-05,0.002935492,0.0235231562,-0.0018170806,-0.0010888163,0.0058234335,0.0072489129,0.0064254312,0,-0.0037022728,-0.0041308181,-0.0013627612,0.0040415194,0.0009387912,0.004031459,0.0007723963,0.0033929119,0.0034895557,3.61,3.57,3.51,0.04,0.1,1.01,2.56,6.07,6.13,6.17,0.0476190476,0.0543478261,0.0167364017,DJI,0.07,-0.25,-0.37,0.33,0.02,-0.11,0.43,0.14,-0.34,0.02,-0.23,-0.37,0.34,-2.61,0.38,-0.09,0.84,0.27,0.41,-0.22,-0.2,-0.15,-0.57,1,0.11
2010-03-12,10624.69043,-6.2588570293,0.0012109668,0.0042120162,0.0002792587,0.0011239356,0.5535597842,2.8999818967,2.1374096176,4.7367013003,10521.9837024,10447.6275393,,,0.1,0.15,0.23,2.42,3.71,-0.0102314251,0.0020380435,5.24,6.26,0.0095554354,-0.0011914438,-0.004494382,-0.0001173674,0.004878022,-0.0131755875,0.0339806432,-0.0006228745,-0.0006947198,0.0030843043,-0.0043683132,-0.0062481106,-0.0003945199,0.0014954498,0.0027797283,-0.0002173459,-0.0008695502,-0.0003377929,-0.0124111351,-0.0009301911,0.0013068884,3.61,3.56,3.48,0.05,0.13,1.02,2.55,6.03,6.11,6.16,0.0909090909,0,-0.0041152263,DJI,0,-1.11,0,0.09,-1.06,0.28,0.24,0.61,0.3,-0.59,0.17,0.46,0.08,-0.9,0.66,0.31,-0.65,0.09,0.07,-0.99,-0.59,-0.61,1.41,-0.41,-0.63
2010-03-15,10642.150391,-0.1532436094,0.0016433383,0.0012109668,0.0042120162,0.0002792587,0.8493787643,2.2910915263,2.492160654,5.3768020042,10543.8321912,10466.1535252,10384.7383985,,0.11,0.17,0.24,2.42,3.71,-0.0180900812,-0.0018079096,5.25,6.27,-0.0106282371,-0.0024298763,0,0.0001027086,-0.0121800925,-0.0052344255,0.0146713606,0.0060766594,-0.0018540439,0.0006833276,0.0087748906,-0.0074850296,-0.0092911318,-0.0056526818,-0.0069889043,0.0004521952,-0.0061594637,-0.0023018302,-0.0121036031,-0.0032221196,-0.0016148824,3.6,3.54,3.47,0.06,0.13,1.02,2.56,6.03,6.1,6.16,0,-0.0103092784,0,DJI,-0.11,-1.89,-0.99,-1.84,-1.77,-0.61,0.03,-0.63,-0.72,0.33,-0.42,-1.08,-0.38,-0.2,-0.09,0.14,-0.47,-0.27,-0.09,0.39,0.41,0.53,-1.34,-0.06,0.6
2010-03-16,10685.980469,9.2290926311,0.0041185359,0.0016433383,0.0012109668,0.0042120162,1.1510432922,2.6907603837,3.9248610674,4.0625049686,10569.6773327,10487.0894246,10396.551813,,0.14,0.16,0.24,2.37,3.66,0.0245644818,0.0185646366,5.2,6.21,0.012128056,-0.0003321413,-0.0054961233,-1.46711462566E-05,0.0027251654,0.0050330815,0.0451127215,-0.0006194982,0.0039471094,0.0027313075,0.0130479094,0.0040723528,0.0123467364,0.0047373032,0.0114219512,0.0077791162,-0.0026647211,0.0066886726,0.0053417619,0.0076660254,0.010303448,3.52,3.5,3.42,0.02,0.1,1.01,2.55,5.97,6.05,6.07,0,-0.03125,-0.020661157,DJI,0.57,1.45,1.32,1.51,2.38,1.06,0.45,0.7,0.7,1.55,-0.26,0.19,0.6,-1,0,1.35,1.46,0.77,0.8,-0.62,-0.21,-0.62,1.83,2.11,1.5
2010-03-17,10733.669922,-0.8993067142,0.0044628056,0.0041185359,0.0016433383,0.0012109668,1.5740952802,3.2405303535,3.465434894,4.1169831953,10599.4941671,10510.5732815,10409.772131,,0.13,0.15,0.23,2.38,3.65,0.0144342508,-0.0026672594,5.18,6.18,0.0053153752,0.0012515118,-0.0030593112,0.0001467136,-0.0014702339,-0.0034145005,-0.001660155,0.0018596467,0.0127196803,0.0088525023,0.0089167104,0.0118672225,0.0048083734,0.0043057783,0.0089247426,0.0058216758,0.0171983901,0.0046593908,0.0192586037,0.0064745326,0.0063863744,3.52,3.5,3.42,0.02,0.1,1,2.53,5.95,6.03,6.05,-0.0416666667,0.0215053763,0.0042194093,DJI,0.41,3.72,0.46,1.58,1.51,0.83,0.37,-0.25,0.27,0.16,1.71,2.06,0.28,-1.01,1.03,0.21,0.98,0.49,0.54,-0.09,-0.19,-0.14,1.74,0.4,-0.06
2010-03-18,10779.169922,-1.327298727,0.0042389975,0.0044628056,0.0041185359,0.0016433383,1.5768243816,3.2078302789,4.4388945375,3.7166673062,10632.1624862,10536.1539139,10424.2583189,,0.14,0.16,0.25,2.44,3.68,-0.0092849391,0.0008914642,5.21,6.2,-0.0041944337,0.0008517748,0.0033656702,0.000073346,0.0023647956,0.0108116266,0.0083148554,0.0063417786,-0.0034254852,-0.0006749241,-0.0085105731,0.0004453385,-0.0049799165,-0.0003543209,-0.001986914,-0.0003258461,-0.0025167919,0.0009166423,-0.0014390832,-0.0034650064,-0.0040887782,3.54,3.52,3.43,0.02,0.11,0.99,2.52,5.95,6.04,6.06,0.1304347826,0.0315789474,0.025210084,DJI,-0.29,-0.59,-0.56,-0.65,-0.88,-0.14,0.5,-0.95,0.02,0.3,-0.56,-0.34,0.41,-5.07,-0.83,0.18,-0.54,-0.28,0.02,0.3,0.74,0.73,-1.31,-0.69,0.08
2010-03-19,10741.980469,-22.9360884901,-0.0034501222,0.0042389975,0.0044628056,0.0041185359,1.1039384138,1.6636091571,4.0359343246,3.2649437172,10652.1293921,10555.756443,10436.7180111,,0.13,0.16,0.24,2.48,3.7,-0.0192307692,-0.0153640615,5.2,6.19,-0.0154533302,0.0004420203,0.0028610892,-0.0001466813,-0.0106832807,-0.018152976,-0.0065970859,0.0007685675,-0.0043537581,-0.0006754812,0.0029712115,-0.0051936193,-0.0032349946,0.0013291745,-0.0049697841,-0.0050864468,0.0018822846,-0.0070548479,0.007111049,-0.0113260811,-0.0076199629,3.57,3.54,3.46,0.03,0.11,0.99,2.49,5.95,6.03,6.06,-0.0384615385,0.0408163265,0.0163934426,DJI,-0.56,-1.96,-0.11,-0.68,-1.85,0.47,0.65,-0.54,1.05,-1.77,0.22,0.57,0.58,2.06,0.56,-0.95,-2.24,0.54,0.6,0.38,0.66,0.62,-0.95,-2.36,-1.63
2010-03-22,10785.889648,-0.8610092112,0.0040876242,-0.0034501222,0.0042389975,0.0044628056,1.3506598922,2.2115108749,3.6726962729,3.8764811606,10676.4494386,10577.6738911,10450.4110164,,0.13,0.15,0.24,2.43,3.67,0.0084388186,-0.0074626866,5.19,6.17,0.0059974897,-0.0019885219,0.000304968,4.40108560112E-05,0.0112485984,0.00092056,0,-0.0001536323,0.0066743612,0.000337952,0.0009875247,-0.0010441527,0.0006521712,-0.0009911502,0.0008474523,0.0050952969,-0.0204751295,0.0088400869,0.0022250601,0.0133849112,0.0043550257,3.54,3.52,3.43,0.02,0.11,0.98,2.5,5.93,6.02,6.04,-0.04,-0.0098039216,-0.0201612903,DJI,0.26,0.83,-0.04,0.24,0.71,-0.85,-1.13,0.16,-1.86,-0.73,-2.18,-0.9,-0.37,-2.16,-0.21,-0.13,-0.57,-0.67,-0.93,-0.37,-0.11,-0.09,0.49,-0.12,-0.47
2010-03-23,10888.830078,-0.0219621493,0.0095439907,0.0040876242,-0.0034501222,0.0042389975,1.8982779314,3.0711712244,4.6401164257,5.8976437703,10715.0641003,10607.3078137,10467.6039208,,0.11,0.14,0.23,2.44,3.69,0.0051685946,0.0038733197,5.22,6.2,-0.005738012,0.0002878127,-0.0003737178,-2.93392794272E-05,0.0160622513,-0.0092742086,0.0143884892,0.0039939018,0.0192043887,0.0094594257,0.0220322262,-0.0002987009,0.0062500125,0.0051554784,0.0049720284,0.0071709666,0.0026049131,0.0082825786,-0.0069768737,0.0108213605,0.0080657341,3.58,3.55,3.46,0.03,0.12,0.98,2.51,5.97,6.06,6.09,-0.0416666667,0.0099009901,0.0041152263,DJI,0.1,0.2,0.62,-0.12,0.81,0.72,0.94,-0.41,0.79,0.38,0.68,0.75,0.71,1.25,-0.07,-0.34,0.54,1.12,0.65,-0.04,0.3,0.31,-2.31,0.29,0.03
2010-03-24,10836.150391,-0.3684594096,-0.0048379566,0.0095439907,0.0040876242,-0.0034501222,0.9547570379,2.5438811035,4.226226583,4.4532784153,10737.0797896,10629.1023448,10482.0567236,,0.12,0.14,0.23,2.62,3.84,-0.0170176298,-0.009759419,5.34,6.32,-0.0081497444,0.0182369813,0.0069557176,7.33503506146E-05,0.0044228807,-0.0094383572,0.0065466994,-0.0093329405,0.0080753025,-0.0076974233,-0.0070784749,-0.0067213894,-0.0006932208,0.0007578617,0.0036112689,-0.005493304,0.0009929514,-0.0068233302,0.0012063394,-0.0095900262,-0.0094532734,3.72,3.7,3.61,0.02,0.11,0.98,2.48,6.09,6.18,6.2,0,0.0588235294,0.0737704918,DJI,-1.31,-1.34,-0.08,-0.95,-1.59,0.23,-0.38,-1.38,-0.01,-1.35,0.16,0.09,-0.55,-0.61,0.19,-0.23,-2.27,-0.89,-0.43,1.4,1.22,1.16,0.03,-2.59,-1.37
2010-03-25,10841.209961,-0.6588619554,0.0004669158,-0.0048379566,0.0095439907,0.0040876242,0.5755548846,2.1614547559,3.8018479873,5.0399976964,10756.012548,10649.3030702,10496.1411642,,0.12,0.14,0.24,2.65,3.91,-0.000498194,0.0020628008,5.4,6.38,-0.0036224126,0.0054230878,0.0001856375,0.000044007,-0.0118585865,0.0522493234,-0.0081301893,-0.0027799228,0,0.0121416526,0.0064808164,-0.0030074737,0.012828445,0.0087709001,0.0155572437,-0.001704168,-0.0109511415,-0.0005628316,-0.0123109069,-0.0066990654,-0.0030452984,3.79,3.77,3.67,0.02,0.12,0.98,2.47,6.14,6.24,6.26,0.0869565217,0.0185185185,0.0114503817,DJI,0.07,-0.01,1.23,1.02,-0.1,1.5,0.04,-0.26,0.74,0.38,-1.36,0.05,-0.1,-3.02,0.28,0.2,0.61,-0.63,-0.15,-0.02,0.37,0.34,-2.07,0.18,0.35
